Date,Open,High,Low,Close,MACD,MDiff,MSignal,RSI,NATR,DailyLogR,Weekday,Week,Month,Weekday_emb_0,Weekday_emb_1,Weekday_emb_2,Week_emb_0,Week_emb_1,Week_emb_2,Month_emb_0,Month_emb_1,Month_emb_2
2017-01-02,-0.3502396292869432,-0.3990951983606416,-0.297446599812988,-0.3465286526806042,-113.00148998922576,-1.2095238056785274,-76.4762910883465,-0.7610170686933532,0.2913964150716592,0.0,0,0,0,0.03226465,-0.061818756,-0.11054021,-0.026473107,-0.036194045,-8.8315915e-05,-0.06436249,0.037674285,-0.016470628
2017-01-03,-0.3502396292869432,-0.3681473862576148,-0.3702855941927338,-0.3878111877255802,-113.5965902086864,-0.9837112315862084,-83.90035091241448,-0.8939351189786001,0.3091830001014669,-1.4,1,0,0,-0.024004012,-0.05113,-0.0500181,-0.026473107,-0.036194045,-8.8315915e-05,-0.06436249,0.037674285,-0.016470628
2017-01-04,-0.4122956845588658,-0.4403589478313442,-0.4015023060697677,-0.4497349902930442,-117.55461356913293,-0.8920223464775433,-90.63120344375818,-1.0858203708482248,0.267636454125845,-2.2,2,0,0,-0.057070304,0.039798003,0.00038044955,-0.026473107,-0.036194045,-8.8315915e-05,-0.06436249,0.037674285,-0.016470628
2017-01-05,-0.4226383604375196,-0.3681473862576148,-0.3702855941927338,-0.3258873851581161,-109.74332573393713,-0.507331460707526,-94.45362790179396,-0.4602339176558271,0.1693065853520398,4.3,3,0,0,0.069937125,0.043236163,0.056959245,-0.026473107,-0.036194045,-8.8315915e-05,-0.06436249,0.037674285,-0.016470628
2017-01-06,-0.2985262498936743,-0.2649880125808584,-0.2870410291873101,-0.2330016813069201,-95.19324750711483,-0.0213139864220712,-94.60155182285814,-0.0578374456844961,0.0880275032605796,3.1,4,0,0,-0.008513219,-0.054835368,0.041401174,-0.026473107,-0.036194045,-8.8315915e-05,-0.06436249,0.037674285,-0.016470628
2017-01-09,-0.2054421669857903,-0.2546720752131828,-0.2766354585616321,-0.3155667513968722,-89.09055661707362,0.1440368139198136,-93.49935278170123,-0.3589137868315428,0.1940576224082813,-2.8,0,1,0,0.03226465,-0.061818756,-0.11054021,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2017-01-10,-0.3088689257723281,-0.2959358246838853,-0.2558243173102761,-0.2846048501131401,-80.90080669904046,0.3315275240933401,-90.9796435651691,-0.223474824421205,0.0732534475664284,1.0,1,1,0,-0.024004012,-0.05113,-0.0500181,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2017-01-11,-0.2364701946217516,-0.0999330146980482,-0.1829853229305304,-0.1401159774557241,-62.39429828235825,0.7544347296298666,-85.26257450860693,0.3461448817063741,0.1643438993226917,4.7,2,1,0,-0.057070304,0.039798003,0.00038044955,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2017-01-12,-0.1847568152284827,-0.1927764510071289,-0.1933908935562084,-0.2123604137844321,-52.76789655097127,0.8578503625107298,-78.7636389170798,0.0620114489046556,0.2052858915537429,-2.3,3,1,0,0.069937125,0.043236163,0.056959245,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2017-01-13,-0.3709249810442507,-0.4094111357283173,-0.651236001086039,-0.6974302005629003,-82.11737785485866,-0.09046665969881,-79.43438670463559,-1.2196041645454825,1.6697094626691216,-17.4,4,1,0,-0.008513219,-0.054835368,0.041401174,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2017-01-16,-0.6812052574038641,-0.6776255072878838,-0.651236001086039,-0.6664682992791683,-101.7830127470229,-0.5929483963066212,-83.90411191311306,-1.1044890769683895,1.4436825056925795,1.2,0,2,0,0.03226465,-0.061818756,-0.11054021,0.0058684074,0.04228005,-0.04151847,-0.06436249,0.037674285,-0.016470628
2017-01-17,-0.6708625815252103,-0.6982573820232352,-0.7136694248401068,-0.6871095668016562,-117.62608267396672,-0.8938134645589999,-90.6485060652838,-1.147052090229774,1.41649798568085,-0.8,1,2,0,-0.024004012,-0.05113,-0.0500181,0.0058684074,0.04228005,-0.04151847,-0.06436249,0.037674285,-0.016470628
2017-01-18,-0.6812052574038641,-0.6982573820232352,-0.6720471423373949,-0.7077508343241443,-130.2937177144613,-1.0505040703794086,-98.5775483951193,-1.1914196287727503,1.2975642601332782,-0.8,2,2,0,-0.057070304,0.039798003,0.00038044955,0.0058684074,0.04228005,-0.04151847,-0.06436249,0.037674285,-0.016470628
2017-01-19,-0.7122332850398254,-0.7395211314939377,-0.7448861367171407,-0.7799952706528523,-144.317719894741,-1.2117372481992992,-107.72558269504364,-1.346174275948835,1.350575724478777,-2.9,3,2,0,0.069937125,0.043236163,0.056959245,0.0058684074,0.04228005,-0.04151847,-0.06436249,0.037674285,-0.016470628
