Date,Open,High,Low,Close,MACD,MDiff,MSignal,RSI,NATR,DailyLogR,Weekday,Week,Month,Weekday_emb_0,Weekday_emb_1,Weekday_emb_2,Week_emb_0,Week_emb_1,Week_emb_2,Month_emb_0,Month_emb_1,Month_emb_2
2019-01-01,0.1048381093738229,0.0548060458170863,0.1603985077168425,0.1075792328141319,37.625812538802165,0.6402303063084136,18.21127398267471,0.7440146499548322,-0.7873760906148515,0.0,1,0,0,-0.024004012,-0.05113,-0.0500181,-0.026473107,-0.036194045,-8.8315915e-05,-0.06436249,0.037674285,-0.016470628
2019-01-02,0.1151807852524767,0.0857538579201132,0.0355316602087069,0.0043728952016919,32.88996736325407,0.3865547543633518,21.147012658790583,0.144366648313031,-0.6023053733467465,-3.1,2,0,0,-0.057070304,0.039798003,0.00038044955,-0.026473107,-0.036194045,-8.8315915e-05,-0.06436249,0.037674285,-0.016470628
2019-01-03,0.0014113505872851,-0.0174055157566431,-0.0581184754223948,-0.088512808649504,21.625245731548148,0.0109025108512851,21.2426592733421,-0.303338785410535,-0.4413993384936445,-2.9,3,0,0,0.069937125,0.043236163,0.056959245,-0.026473107,-0.036194045,-8.8315915e-05,-0.06436249,0.037674285,-0.016470628
2019-01-04,-0.0709873805632912,-0.04835332785967,-0.0373073341710388,-0.02658900608204,17.33949236503713,-0.1050009667073468,20.462025891681108,0.0169141629369725,-0.5056929252794129,1.9,4,0,0,-0.008513219,-0.054835368,0.041401174,-0.026473107,-0.036194045,-8.8315915e-05,-0.06436249,0.037674285,-0.016470628
2019-01-07,0.0944954334951691,0.1167016700231401,0.1083706545884526,0.1075792328141319,24.15447770620358,0.0959299293510539,21.2005162545856,0.6050546200082282,-0.4387356588889318,4.1,0,1,0,0.03226465,-0.061818756,-0.11054021,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2019-01-08,0.146208812888438,0.1373335447584914,0.0979650839627747,0.0972585990528879,28.42086818482403,0.1892553261781698,22.64458664063329,0.5511313345522539,-0.3641189519132825,-0.3,1,1,0,-0.024004012,-0.05113,-0.0500181,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2019-01-09,0.146208812888438,0.1270176073908157,0.1499929370911645,0.1178998665753759,33.03503886539829,0.2731156561944604,24.72267708558629,0.6384620081046141,-0.4279068119507166,0.6,2,1,0,-0.057070304,0.039798003,0.00038044955,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2019-01-10,0.1151807852524767,0.261124793170599,0.1708040783425204,0.293350640516524,49.83491573632773,0.6625588136375608,29.745124815734577,1.269536217145982,-0.4108477796000352,5.1,3,1,0,0.069937125,0.043236163,0.056959245,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2019-01-11,0.3220343028255522,0.2920726052736259,0.2748597845993001,0.293350640516524,62.42929316242544,0.8628630514116207,36.28195848507275,1.269536217145982,-0.3942474151193091,0.0,4,1,0,-0.008513219,-0.054835368,0.041401174,-0.08734597,0.027531724,-0.025769664,-0.06436249,0.037674285,-0.016470628
2019-01-14,0.3220343028255522,0.2920726052736259,0.2852653552249781,0.241747471710304,67.59663395879898,0.8266351363263904,42.544893579818,0.960252662173942,-0.3566073091334037,-1.5,0,2,0,0.03226465,-0.061818756,-0.11054021,0.0058684074,0.04228005,-0.04151847,-0.06436249,0.037674285,-0.016470628
2019-01-15,0.2703209234322833,0.3127044800089772,0.306076496476334,0.344953809322744,78.8519963040062,0.9587024395372462,49.80631412465564,1.3079976707093166,-0.4190290054501084,2.9,1,2,0,-0.024004012,-0.05113,-0.0500181,0.0058684074,0.04228005,-0.04151847,-0.06436249,0.037674285,-0.016470628
2019-01-16,0.3634050063401673,0.5293391647301656,0.4205377733587917,0.5616871183088681,103.5238386393794,1.419269482036818,60.54981902760039,1.8590224599115703,-0.3800478248204093,5.8,2,2,0,-0.057070304,0.039798003,0.00038044955,0.0058684074,0.04228005,-0.04151847,-0.06436249,0.037674285,-0.016470628
